predict,p0,p1,p2
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
1,0.0759815424439714,0.9181500091417653,0.0058684484142633
